http://shadetreetechnology.com/V4/validation/a111aedc8ae390eabcfa130e041a10a4,100.0,0,216,0,0,0
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/89e6a3b4b063b8d/?cmd=_update&dispatch=89e6a3b4b063b8d1b&locale=_,None,None,158,0,None,0
http://appleid.apple.com-app.es/,None,None,None,0,None,0
http://www.shadetreetechnology.com/V4/validation/ba4b8bddd7958ecb8772c836c2969531,100.0,0,216,0,0,0
http://html.house/l7ceeid6.html,None,None,84,0,None,0
http://wave.progressfilm.co.uk/time3/?logon=myposte,0,1,155,0,0,1
http://beta.kenaidanceta.com/postamok/d39a2/source,0,0,103,0,0,0
http://www.ktplasmachinery.com/cs/,0,0,123,0,0,0
http://batvrms.net/deliver/D2017HL/u.php,0.0,0,66,0,0,0
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/bb14d7ff1fcbf29?cmd=_update&dispatch=bb14d7ff1fcbf29bb&locale=_us,None,None,158,0,None,0
https://polarklimatsgserver.blogspot.com/,73.07692307692307,0,None,0,1,0
http://secureupdate.appleld.com.duilawyeryork.com/ap/88b142e778d73f7,None,None,158,0,None,0
http://www.inbioma.pe/rechnung-376440790464490488&amp;cgi3-viewkontakt-376440790464490488-007acctpagetype-376440790464490488=4674720-&amp;info@s-und-s-shop.de.html,92.5925925925926,None,None,0,0,0
http://mno.naomigoff.com/Apollo/bc28a52c2070ca93176244f59e1f19c6,None,None,67,0,None,0
http://xh167894743.el.r.appspot.com/,0,0,None,0,0,0
http://dichvuvnpt.com/home/components/com_user/bbtonline.html,0,0,151,0,0,0
http://swallowthisbitchpics.com/jpg/www.global.visa.com/myca/oce/emea/action/request_type=un_Activation/visa.html,None,None,None,0,None,0
http://realestateinvestordatabase.com/wp-content/plugins/portfolio-cpt/tax/login.php,0,0,129,0,0,0
http://vufd.hyperphp.com/amzn,0,0,None,0,0,0
http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,15.0,1,102,0,0,0
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,33.33333333333333,0,290,0,0,0
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,None,None,None,0,None,0
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,0,1,76,0,0,0
https://www.123formbuilder.com/form-4850478/,0.0,1,117,0,5,0
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,None,None,None,0,None,0
